ColumnName,Category,CategoryName
opid,provider,Immunization
opidt,provider,Immunization
opn,provider,Immunization
opnpi,provider,Immunization
opsc,provider,Immunization
opsn,provider,Immunization
orgid,provider,Immunization
orgn,provider,Immunization
orgrid,provider,Immunization
orgrn,provider,Immunization
orgtin,provider,Immunization
otpid,provider,Immunization
otpidt,provider,Immunization
otpn,provider,Immunization
otpnpi,provider,Immunization
otps,provider,Immunization
otpsc,provider,Immunization
rpid,provider,Immunization
rpidt,provider,Immunization
rpn,provider,Immunization
rpnpi,provider,Immunization
rps,provider,Immunization
rpsc,provider,Immunization
spidt,provider,Immunization
spn,provider,Immunization
spid,provider,Immunization
sps,provider,Immunization
spsc,provider,Immunization
spnpi,provider,Immunization
prvid,provider,Immunization
st,source,Immunization
sstp,source,Immunization
rcdt,source,Immunization
meunm,source,Immunization
metmstp,source,Immunization
medt,source,Immunization
mefn,source,Immunization
meln,source,Immunization
meuid,source,Immunization
menote,source,Immunization
ingdt,source,Immunization
pipid,source,Immunization
sfn,source,Immunization
vdnm,source,Immunization
vdml,source,Immunization
cltp,source,Immunization
emrtp,source,Immunization
papcid,appointment,Diagnosis
fapid,appointment,Diagnosis
aprc,appointment,Diagnosis
aprt,appointment,Diagnosis
aprcs,appointment,Diagnosis
aptc,appointment,Diagnosis
aptn,appointment,Diagnosis
aptcs,appointment,Diagnosis
apd,appointment,Diagnosis
apdu,appointment,Diagnosis
apldt,appointment,Diagnosis
apltm,appointment,Diagnosis
pcid,appointment,Diagnosis
pcfn,appointment,Diagnosis
apcmn,appointment,Diagnosis
apclm,appointment,Diagnosis
afid,appointment,Diagnosis
affn,appointment,Diagnosis
afmn,appointment,Diagnosis
afln,appointment,Diagnosis
aeid,appointment,Diagnosis
aefn,appointment,Diagnosis
aemn,appointment,Diagnosis
aeln,appointment,Diagnosis
ppcapid,appointment,Diagnosis
pfapid,appointment,Diagnosis
apsc,appointment,Diagnosis
abkdt,appointment,Diagnosis
alrtp,appointment,Diagnosis
apfdt,appointment,Diagnosis
apftm,appointment,Diagnosis
empi,demographic,Diagnosis
tel2,demographic,Diagnosis
tel3,demographic,Diagnosis
tel4,demographic,Diagnosis
ssa1,demographic,Diagnosis
ssa2,demographic,Diagnosis
sci,demographic,Diagnosis
sct,demographic,Diagnosis
sctn,demographic,Diagnosis
sst,demographic,Diagnosis
sstn,demographic,Diagnosis
scy,demographic,Diagnosis
sz,demographic,Diagnosis
race,demographic,Diagnosis
fn,demographic,Diagnosis
mn,demographic,Diagnosis
ln,demographic,Diagnosis
orec,demographic,Diagnosis
byind,demographic,Diagnosis
pl,demographic,Diagnosis
bfmdst,demographic,Diagnosis
bfsdcd,demographic,Diagnosis
hpstdt,demographic,Diagnosis
hpenddt,demographic,Diagnosis
rel,demographic,Diagnosis
mbi,demographic,Diagnosis
dob,demographic,Diagnosis
gn,demographic,Diagnosis
dod,demographic,Diagnosis
id,demographic,Diagnosis
idt,demographic,Diagnosis
ssn4,demographic,Diagnosis
ssn,demographic,Diagnosis
eml1,demographic,Diagnosis
cell1,demographic,Diagnosis
tel1,demographic,Diagnosis
psa1,demographic,Diagnosis
psa2,demographic,Diagnosis
pci,demographic,Diagnosis
pct,demographic,Diagnosis
pctn,demographic,Diagnosis
pst,demographic,Diagnosis
pstn,demographic,Diagnosis
pcy,demographic,Diagnosis
pz,demographic,Diagnosis
ethn,demographic,Diagnosis
df,demographic,Diagnosis
ms,demographic,Diagnosis
sid,demographic,Diagnosis
pstp,demographic,Diagnosis
racen,demographic,Diagnosis
ethnm,demographic,Diagnosis
msn,demographic,Diagnosis
pcpn,demographic,Diagnosis
pcpslid,demographic,Diagnosis
pcpsln,demographic,Diagnosis
pcpfdt,demographic,Diagnosis
pcpldt,demographic,Diagnosis
pcpidt,demographic,Diagnosis
pcpslidt,demographic,Diagnosis
pcpid,demographic,Diagnosis
pthcno,demographic,Diagnosis
bedpa,demographic,Diagnosis
bedpb,demographic,Diagnosis
did,diagnosis,Diagnosis
ad,diagnosis,Diagnosis
pdn,diagnosis,Diagnosis
pds,diagnosis,Diagnosis
pdsn,diagnosis,Diagnosis
ccsdc,diagnosis,Diagnosis
ccsgn,diagnosis,Diagnosis
ccsv,diagnosis,Diagnosis
drgn,diagnosis,Diagnosis
drgv,diagnosis,Diagnosis
adn1,diagnosis,Diagnosis
adn2,diagnosis,Diagnosis
adn3,diagnosis,Diagnosis
adn4,diagnosis,Diagnosis
adn5,diagnosis,Diagnosis
adn6,diagnosis,Diagnosis
adn7,diagnosis,Diagnosis
adn8,diagnosis,Diagnosis
adn9,diagnosis,Diagnosis
adn10,diagnosis,Diagnosis
adn11,diagnosis,Diagnosis
adn12,diagnosis,Diagnosis
adn13,diagnosis,Diagnosis
adn14,diagnosis,Diagnosis
ddt,diagnosis,Diagnosis
adn15,diagnosis,Diagnosis
pd,diagnosis,Diagnosis
pdcs,diagnosis,Diagnosis
drg,diagnosis,Diagnosis
ad1,diagnosis,Diagnosis
ad2,diagnosis,Diagnosis
ad3,diagnosis,Diagnosis
ad4,diagnosis,Diagnosis
ad5,diagnosis,Diagnosis
ad6,diagnosis,Diagnosis
ad7,diagnosis,Diagnosis
ad8,diagnosis,Diagnosis
ad9,diagnosis,Diagnosis
ad10,diagnosis,Diagnosis
ad11,diagnosis,Diagnosis
ad12,diagnosis,Diagnosis
ad13,diagnosis,Diagnosis
ad14,diagnosis,Diagnosis
ad15,diagnosis,Diagnosis
adn,diagnosis,Diagnosis
eid,encounter,Diagnosis
efdt,encounter,Diagnosis
er,encounter,Diagnosis
es,encounter,Diagnosis
drdn,encounter,Diagnosis
stn,encounter,Diagnosis
sln,encounter,Diagnosis
vif,encounter,Diagnosis
et,encounter,Diagnosis
atc,encounter,Diagnosis
raid,encounter,Diagnosis
adsc,encounter,Diagnosis
eldt,encounter,Diagnosis
drdc,encounter,Diagnosis
drtl,encounter,Diagnosis
fc,encounter,Diagnosis
stc,encounter,Diagnosis
slc,encounter,Diagnosis
adt,encounter,Diagnosis
drdt,encounter,Diagnosis
adsrn,encounter,Diagnosis
ptt,encounter,Diagnosis
inpid,insurance,Diagnosis
incid,insurance,Diagnosis
inpn,insurance,Diagnosis
inptp,insurance,Diagnosis
incn,insurance,Diagnosis
ingno,insurance,Diagnosis
inorgn,insurance,Diagnosis
inpt,insurance,Diagnosis
infn,insurance,Diagnosis
inln,insurance,Diagnosis
inmn,insurance,Diagnosis
inpr,insurance,Diagnosis
indob,insurance,Diagnosis
inprsq,insurance,Diagnosis
ptsid,insurance,Diagnosis
ptsrn,insurance,Diagnosis
inpcs,insurance,Diagnosis
ingerid,insurance,Diagnosis
ingen,insurance,Diagnosis
inpfdt,insurance,Diagnosis
inpldt,insurance,Diagnosis
prs,insurance,Diagnosis
prt,insurance,Diagnosis
ptsgn,insurance,Diagnosis
cms,notesandcomments,Diagnosis
cmd,notesandcomments,Diagnosis
cmt,notesandcomments,Diagnosis
pbn,problem,Diagnosis
pbfdt,problem,Diagnosis
pbrdt,problem,Diagnosis
pbldt,problem,Diagnosis
pbc,problem,Diagnosis
pbcs,problem,Diagnosis
pbst,problem,Diagnosis
pbtp,problem,Diagnosis
pbtpc,problem,Diagnosis
acoid,provider,Diagnosis
acon,provider,Diagnosis
adpid,provider,Diagnosis
adpidt,provider,Diagnosis
adpn,provider,Diagnosis
adpnpi,provider,Diagnosis
adps,provider,Diagnosis
adpsc,provider,Diagnosis
atpid,provider,Diagnosis
atpidt,provider,Diagnosis
atpn,provider,Diagnosis
atpnpi,provider,Diagnosis
atps,provider,Diagnosis
atpsc,provider,Diagnosis
cpid,provider,Diagnosis
cpidt,provider,Diagnosis
cpn,provider,Diagnosis
cpnpi,provider,Diagnosis
cps,provider,Diagnosis
cpsc,provider,Diagnosis
ftccn,provider,Diagnosis
ftci,provider,Diagnosis
ftid,provider,Diagnosis
ftidt,provider,Diagnosis
ftn,provider,Diagnosis
ftnpi,provider,Diagnosis
ftsa1,provider,Diagnosis
ftsa2,provider,Diagnosis
ftsp,provider,Diagnosis
ftspcd,provider,Diagnosis
ftst,provider,Diagnosis
ftstn,provider,Diagnosis
ftz,provider,Diagnosis
opid,provider,Diagnosis
opidt,provider,Diagnosis
opn,provider,Diagnosis
opnpi,provider,Diagnosis
opsc,provider,Diagnosis
opsn,provider,Diagnosis
orgid,provider,Diagnosis
orgn,provider,Diagnosis
orgrid,provider,Diagnosis
orgrn,provider,Diagnosis
orgtin,provider,Diagnosis
otpid,provider,Diagnosis
otpidt,provider,Diagnosis
otpn,provider,Diagnosis
otpnpi,provider,Diagnosis
otps,provider,Diagnosis
otpsc,provider,Diagnosis
rpid,provider,Diagnosis
rpidt,provider,Diagnosis
rpn,provider,Diagnosis
rpnpi,provider,Diagnosis
rps,provider,Diagnosis
rpsc,provider,Diagnosis
spidt,provider,Diagnosis
spn,provider,Diagnosis
spid,provider,Diagnosis
sps,provider,Diagnosis
spsc,provider,Diagnosis
spnpi,provider,Diagnosis
prvid,provider,Diagnosis
st,source,Diagnosis
sstp,source,Diagnosis
rcdt,source,Diagnosis
meunm,source,Diagnosis
metmstp,source,Diagnosis
medt,source,Diagnosis
mefn,source,Diagnosis
meln,source,Diagnosis
meuid,source,Diagnosis
menote,source,Diagnosis
ingdt,source,Diagnosis
pipid,source,Diagnosis
sfn,source,Diagnosis
vdnm,source,Diagnosis
vdml,source,Diagnosis
cltp,source,Diagnosis
emrtp,source,Diagnosis
papcid,appointment,Procedure
fapid,appointment,Procedure
aprc,appointment,Procedure
aprt,appointment,Procedure
aprcs,appointment,Procedure
aptc,appointment,Procedure
aptn,appointment,Procedure
aptcs,appointment,Procedure
apd,appointment,Procedure
apdu,appointment,Procedure
apldt,appointment,Procedure
apltm,appointment,Procedure
pcid,appointment,Procedure
pcfn,appointment,Procedure
apcmn,appointment,Procedure
apclm,appointment,Procedure
afid,appointment,Procedure
affn,appointment,Procedure
afmn,appointment,Procedure
afln,appointment,Procedure
aeid,appointment,Procedure
aefn,appointment,Procedure
aemn,appointment,Procedure
aeln,appointment,Procedure
ppcapid,appointment,Procedure
pfapid,appointment,Procedure
apsc,appointment,Procedure
abkdt,appointment,Procedure
alrtp,appointment,Procedure
apfdt,appointment,Procedure
apftm,appointment,Procedure
empi,demographic,Procedure
tel2,demographic,Procedure
tel3,demographic,Procedure
tel4,demographic,Procedure
ssa1,demographic,Procedure
ssa2,demographic,Procedure
sci,demographic,Procedure
sct,demographic,Procedure
sctn,demographic,Procedure
sst,demographic,Procedure
sstn,demographic,Procedure
scy,demographic,Procedure
sz,demographic,Procedure
race,demographic,Procedure
fn,demographic,Procedure
mn,demographic,Procedure
ln,demographic,Procedure
orec,demographic,Procedure
byind,demographic,Procedure
pl,demographic,Procedure
bfmdst,demographic,Procedure
bfsdcd,demographic,Procedure
hpstdt,demographic,Procedure
hpenddt,demographic,Procedure
rel,demographic,Procedure
mbi,demographic,Procedure
dob,demographic,Procedure
gn,demographic,Procedure
dod,demographic,Procedure
id,demographic,Procedure
idt,demographic,Procedure
ssn4,demographic,Procedure
ssn,demographic,Procedure
eml1,demographic,Procedure
cell1,demographic,Procedure
tel1,demographic,Procedure
psa1,demographic,Procedure
psa2,demographic,Procedure
pci,demographic,Procedure
pct,demographic,Procedure
pctn,demographic,Procedure
pst,demographic,Procedure
pstn,demographic,Procedure
pcy,demographic,Procedure
pz,demographic,Procedure
ethn,demographic,Procedure
df,demographic,Procedure
ms,demographic,Procedure
sid,demographic,Procedure
pstp,demographic,Procedure
racen,demographic,Procedure
ethnm,demographic,Procedure
msn,demographic,Procedure
pcpn,demographic,Procedure
pcpslid,demographic,Procedure
pcpsln,demographic,Procedure
pcpfdt,demographic,Procedure
pcpldt,demographic,Procedure
pcpidt,demographic,Procedure
pcpslidt,demographic,Procedure
pcpid,demographic,Procedure
pthcno,demographic,Procedure
bedpa,demographic,Procedure
bedpb,demographic,Procedure
eid,encounter,Procedure
efdt,encounter,Procedure
er,encounter,Procedure
es,encounter,Procedure
drdn,encounter,Procedure
stn,encounter,Procedure
sln,encounter,Procedure
vif,encounter,Procedure
et,encounter,Procedure
atc,encounter,Procedure
raid,encounter,Procedure
adsc,encounter,Procedure
eldt,encounter,Procedure
drdc,encounter,Procedure
drtl,encounter,Procedure
fc,encounter,Procedure
stc,encounter,Procedure
slc,encounter,Procedure
adt,encounter,Procedure
drdt,encounter,Procedure
adsrn,encounter,Procedure
ptt,encounter,Procedure
inpid,insurance,Procedure
incid,insurance,Procedure
inpn,insurance,Procedure
inptp,insurance,Procedure
incn,insurance,Procedure
ingno,insurance,Procedure
inorgn,insurance,Procedure
inpt,insurance,Procedure
infn,insurance,Procedure
inln,insurance,Procedure
inmn,insurance,Procedure
inpr,insurance,Procedure
indob,insurance,Procedure
inprsq,insurance,Procedure
ptsid,insurance,Procedure
ptsrn,insurance,Procedure
inpcs,insurance,Procedure
ingerid,insurance,Procedure
ingen,insurance,Procedure
inpfdt,insurance,Procedure
inpldt,insurance,Procedure
prs,insurance,Procedure
prt,insurance,Procedure
ptsgn,insurance,Procedure
cms,notesandcomments,Procedure
cmd,notesandcomments,Procedure
cmt,notesandcomments,Procedure
pbn,problem,Procedure
pbfdt,problem,Procedure
pbrdt,problem,Procedure
pbldt,problem,Procedure
pbc,problem,Procedure
pbcs,problem,Procedure
pbst,problem,Procedure
pbtp,problem,Procedure
pbtpc,problem,Procedure
pid,procedure,Procedure
pn,procedure,Procedure
pftm,procedure,Procedure
pltm,procedure,Procedure
pftc,procedure,Procedure
pftnm,procedure,Procedure
pmn1,procedure,Procedure
pmn2,procedure,Procedure
pmn3,procedure,Procedure
pmn4,procedure,Procedure
pmn5,procedure,Procedure
apn1,procedure,Procedure
apn2,procedure,Procedure
apn3,procedure,Procedure
apn4,procedure,Procedure
apn5,procedure,Procedure
pc,procedure,Procedure
pcs,procedure,Procedure
pfdt,procedure,Procedure
pldt,procedure,Procedure
pm1,procedure,Procedure
pm2,procedure,Procedure
pm3,procedure,Procedure
pm4,procedure,Procedure
pm5,procedure,Procedure
ap1,procedure,Procedure
ap2,procedure,Procedure
ap3,procedure,Procedure
ap4,procedure,Procedure
ap5,procedure,Procedure
ap6,procedure,Procedure
betc,procedure,Procedure
acoid,provider,Procedure
acon,provider,Procedure
adpid,provider,Procedure
adpidt,provider,Procedure
adpn,provider,Procedure
adpnpi,provider,Procedure
adps,provider,Procedure
adpsc,provider,Procedure
atpid,provider,Procedure
atpidt,provider,Procedure
atpn,provider,Procedure
atpnpi,provider,Procedure
atps,provider,Procedure
atpsc,provider,Procedure
cpid,provider,Procedure
cpidt,provider,Procedure
cpn,provider,Procedure
cpnpi,provider,Procedure
cps,provider,Procedure
cpsc,provider,Procedure
ftccn,provider,Procedure
ftci,provider,Procedure
ftid,provider,Procedure
ftidt,provider,Procedure
ftn,provider,Procedure
ftnpi,provider,Procedure
ftsa1,provider,Procedure
ftsa2,provider,Procedure
ftsp,provider,Procedure
ftspcd,provider,Procedure
ftst,provider,Procedure
ftstn,provider,Procedure
ftz,provider,Procedure
opid,provider,Procedure
opidt,provider,Procedure
opn,provider,Procedure
opnpi,provider,Procedure
opsc,provider,Procedure
opsn,provider,Procedure
orgid,provider,Procedure
orgn,provider,Procedure
orgrid,provider,Procedure
orgrn,provider,Procedure
orgtin,provider,Procedure
otpid,provider,Procedure
otpidt,provider,Procedure
otpn,provider,Procedure
otpnpi,provider,Procedure
otps,provider,Procedure
otpsc,provider,Procedure
rpid,provider,Procedure
rpidt,provider,Procedure
rpn,provider,Procedure
rpnpi,provider,Procedure
rps,provider,Procedure
rpsc,provider,Procedure
spidt,provider,Procedure
spn,provider,Procedure
spid,provider,Procedure
sps,provider,Procedure
spsc,provider,Procedure
spnpi,provider,Procedure
prvid,provider,Procedure
st,source,Procedure
sstp,source,Procedure
rcdt,source,Procedure
meunm,source,Procedure
metmstp,source,Procedure
medt,source,Procedure
mefn,source,Procedure
meln,source,Procedure
meuid,source,Procedure
menote,source,Procedure
ingdt,source,Procedure
pipid,source,Procedure
sfn,source,Procedure
vdnm,source,Procedure
vdml,source,Procedure
cltp,source,Procedure
emrtp,source,Procedure
empi,demographic,Problem
tel2,demographic,Problem
tel3,demographic,Problem
tel4,demographic,Problem
ssa1,demographic,Problem
ssa2,demographic,Problem
sci,demographic,Problem
sct,demographic,Problem
sctn,demographic,Problem
sst,demographic,Problem
sstn,demographic,Problem
scy,demographic,Problem
sz,demographic,Problem
race,demographic,Problem
fn,demographic,Problem
mn,demographic,Problem
ln,demographic,Problem
orec,demographic,Problem
byind,demographic,Problem
pl,demographic,Problem
bfmdst,demographic,Problem
bfsdcd,demographic,Problem
hpstdt,demographic,Problem
hpenddt,demographic,Problem
rel,demographic,Problem
mbi,demographic,Problem
dob,demographic,Problem
gn,demographic,Problem
dod,demographic,Problem
id,demographic,Problem
idt,demographic,Problem
ssn4,demographic,Problem
ssn,demographic,Problem
eml1,demographic,Problem
cell1,demographic,Problem
tel1,demographic,Problem
psa1,demographic,Problem
psa2,demographic,Problem
pci,demographic,Problem
pct,demographic,Problem
pctn,demographic,Problem
pst,demographic,Problem
pstn,demographic,Problem
pcy,demographic,Problem
pz,demographic,Problem
ethn,demographic,Problem
df,demographic,Problem
ms,demographic,Problem
sid,demographic,Problem
pstp,demographic,Problem
racen,demographic,Problem
ethnm,demographic,Problem
msn,demographic,Problem
pcpn,demographic,Problem
pcpslid,demographic,Problem
pcpsln,demographic,Problem
pcpfdt,demographic,Problem
pcpldt,demographic,Problem
pcpidt,demographic,Problem
pcpslidt,demographic,Problem
pcpid,demographic,Problem
pthcno,demographic,Problem
bedpa,demographic,Problem
bedpb,demographic,Problem
eid,encounter,Problem
efdt,encounter,Problem
er,encounter,Problem
es,encounter,Problem
drdn,encounter,Problem
stn,encounter,Problem
sln,encounter,Problem
vif,encounter,Problem
et,encounter,Problem
atc,encounter,Problem
raid,encounter,Problem
adsc,encounter,Problem
eldt,encounter,Problem
drdc,encounter,Problem
drtl,encounter,Problem
fc,encounter,Problem
stc,encounter,Problem
slc,encounter,Problem
adt,encounter,Problem
drdt,encounter,Problem
adsrn,encounter,Problem
ptt,encounter,Problem
inpid,insurance,Problem
incid,insurance,Problem
inpn,insurance,Problem
inptp,insurance,Problem
incn,insurance,Problem
ingno,insurance,Problem
inorgn,insurance,Problem
inpt,insurance,Problem
infn,insurance,Problem
inln,insurance,Problem
inmn,insurance,Problem
inpr,insurance,Problem
indob,insurance,Problem
inprsq,insurance,Problem
ptsid,insurance,Problem
ptsrn,insurance,Problem
inpcs,insurance,Problem
ingerid,insurance,Problem
ingen,insurance,Problem
inpfdt,insurance,Problem
inpldt,insurance,Problem
prs,insurance,Problem
prt,insurance,Problem
ptsgn,insurance,Problem
cms,notesandcomments,Problem
cmd,notesandcomments,Problem
cmt,notesandcomments,Problem
pbn,problem,Problem
pbfdt,problem,Problem
pbrdt,problem,Problem
pbldt,problem,Problem
pbc,problem,Problem
pbcs,problem,Problem
pbst,problem,Problem
pbtp,problem,Problem
pbtpc,problem,Problem
acoid,provider,Problem
acon,provider,Problem
adpid,provider,Problem
adpidt,provider,Problem
adpn,provider,Problem
adpnpi,provider,Problem
adps,provider,Problem
adpsc,provider,Problem
atpid,provider,Problem
atpidt,provider,Problem
atpn,provider,Problem
atpnpi,provider,Problem
atps,provider,Problem
atpsc,provider,Problem
cpid,provider,Problem
cpidt,provider,Problem
cpn,provider,Problem
cpnpi,provider,Problem
cps,provider,Problem
cpsc,provider,Problem
ftccn,provider,Problem
ftci,provider,Problem
ftid,provider,Problem
ftidt,provider,Problem
ftn,provider,Problem
ftnpi,provider,Problem
ftsa1,provider,Problem
ftsa2,provider,Problem
ftsp,provider,Problem
ftspcd,provider,Problem
ftst,provider,Problem
ftstn,provider,Problem
ftz,provider,Problem
opid,provider,Problem
opidt,provider,Problem
opn,provider,Problem
opnpi,provider,Problem
opsc,provider,Problem
opsn,provider,Problem
orgid,provider,Problem
orgn,provider,Problem
orgrid,provider,Problem
orgrn,provider,Problem
orgtin,provider,Problem
otpid,provider,Problem
otpidt,provider,Problem
otpn,provider,Problem
otpnpi,provider,Problem
otps,provider,Problem
otpsc,provider,Problem
rpid,provider,Problem
rpidt,provider,Problem
rpn,provider,Problem
rpnpi,provider,Problem
rps,provider,Problem
rpsc,provider,Problem
spidt,provider,Problem
spn,provider,Problem
spid,provider,Problem
sps,provider,Problem
spsc,provider,Problem
spnpi,provider,Problem
prvid,provider,Problem
st,source,Problem
sstp,source,Problem
rcdt,source,Problem
meunm,source,Problem
metmstp,source,Problem
medt,source,Problem
mefn,source,Problem
meln,source,Problem
meuid,source,Problem
menote,source,Problem
ingdt,source,Problem
pipid,source,Problem
sfn,source,Problem
vdnm,source,Problem
vdml,source,Problem
cltp,source,Problem
emrtp,source,Problem
papcid,appointment,Socialhistory
fapid,appointment,Socialhistory
aprc,appointment,Socialhistory
aprt,appointment,Socialhistory
aprcs,appointment,Socialhistory
aptc,appointment,Socialhistory
aptn,appointment,Socialhistory
aptcs,appointment,Socialhistory
apd,appointment,Socialhistory
apdu,appointment,Socialhistory
apldt,appointment,Socialhistory
apltm,appointment,Socialhistory
pcid,appointment,Socialhistory
pcfn,appointment,Socialhistory
apcmn,appointment,Socialhistory
apclm,appointment,Socialhistory
afid,appointment,Socialhistory
affn,appointment,Socialhistory
afmn,appointment,Socialhistory
afln,appointment,Socialhistory
aeid,appointment,Socialhistory
aefn,appointment,Socialhistory
aemn,appointment,Socialhistory
aeln,appointment,Socialhistory
ppcapid,appointment,Socialhistory
pfapid,appointment,Socialhistory
apsc,appointment,Socialhistory
abkdt,appointment,Socialhistory
alrtp,appointment,Socialhistory
apfdt,appointment,Socialhistory
apftm,appointment,Socialhistory
empi,demographic,Socialhistory
tel2,demographic,Socialhistory
tel3,demographic,Socialhistory
tel4,demographic,Socialhistory
ssa1,demographic,Socialhistory
ssa2,demographic,Socialhistory
sci,demographic,Socialhistory
sct,demographic,Socialhistory
sctn,demographic,Socialhistory
sst,demographic,Socialhistory
sstn,demographic,Socialhistory
scy,demographic,Socialhistory
sz,demographic,Socialhistory
race,demographic,Socialhistory
fn,demographic,Socialhistory
mn,demographic,Socialhistory
ln,demographic,Socialhistory
orec,demographic,Socialhistory
byind,demographic,Socialhistory
pl,demographic,Socialhistory
bfmdst,demographic,Socialhistory
bfsdcd,demographic,Socialhistory
hpstdt,demographic,Socialhistory
hpenddt,demographic,Socialhistory
rel,demographic,Socialhistory
mbi,demographic,Socialhistory
dob,demographic,Socialhistory
gn,demographic,Socialhistory
dod,demographic,Socialhistory
id,demographic,Socialhistory
idt,demographic,Socialhistory
ssn4,demographic,Socialhistory
ssn,demographic,Socialhistory
eml1,demographic,Socialhistory
cell1,demographic,Socialhistory
tel1,demographic,Socialhistory
psa1,demographic,Socialhistory
psa2,demographic,Socialhistory
pci,demographic,Socialhistory
pct,demographic,Socialhistory
pctn,demographic,Socialhistory
pst,demographic,Socialhistory
pstn,demographic,Socialhistory
pcy,demographic,Socialhistory
pz,demographic,Socialhistory
ethn,demographic,Socialhistory
df,demographic,Socialhistory
ms,demographic,Socialhistory
sid,demographic,Socialhistory
pstp,demographic,Socialhistory
racen,demographic,Socialhistory
ethnm,demographic,Socialhistory
msn,demographic,Socialhistory
pcpn,demographic,Socialhistory
pcpslid,demographic,Socialhistory
pcpsln,demographic,Socialhistory
pcpfdt,demographic,Socialhistory
pcpldt,demographic,Socialhistory
pcpidt,demographic,Socialhistory
pcpslidt,demographic,Socialhistory
pcpid,demographic,Socialhistory
pthcno,demographic,Socialhistory
bedpa,demographic,Socialhistory
bedpb,demographic,Socialhistory
eid,encounter,Socialhistory
efdt,encounter,Socialhistory
er,encounter,Socialhistory
es,encounter,Socialhistory
drdn,encounter,Socialhistory
stn,encounter,Socialhistory
sln,encounter,Socialhistory
vif,encounter,Socialhistory
et,encounter,Socialhistory
atc,encounter,Socialhistory
raid,encounter,Socialhistory
adsc,encounter,Socialhistory
eldt,encounter,Socialhistory
drdc,encounter,Socialhistory
drtl,encounter,Socialhistory
fc,encounter,Socialhistory
stc,encounter,Socialhistory
slc,encounter,Socialhistory
adt,encounter,Socialhistory
drdt,encounter,Socialhistory
adsrn,encounter,Socialhistory
ptt,encounter,Socialhistory
inpid,insurance,Socialhistory
incid,insurance,Socialhistory
inpn,insurance,Socialhistory
inptp,insurance,Socialhistory
incn,insurance,Socialhistory
ingno,insurance,Socialhistory
inorgn,insurance,Socialhistory
inpt,insurance,Socialhistory
infn,insurance,Socialhistory
inln,insurance,Socialhistory
inmn,insurance,Socialhistory
inpr,insurance,Socialhistory
indob,insurance,Socialhistory
inprsq,insurance,Socialhistory
ptsid,insurance,Socialhistory
ptsrn,insurance,Socialhistory
inpcs,insurance,Socialhistory
ingerid,insurance,Socialhistory
ingen,insurance,Socialhistory
inpfdt,insurance,Socialhistory
inpldt,insurance,Socialhistory
prs,insurance,Socialhistory
prt,insurance,Socialhistory
ptsgn,insurance,Socialhistory
cms,notesandcomments,Socialhistory
cmd,notesandcomments,Socialhistory
cmt,notesandcomments,Socialhistory
acoid,provider,Socialhistory
acon,provider,Socialhistory
adpid,provider,Socialhistory
adpidt,provider,Socialhistory
adpn,provider,Socialhistory
adpnpi,provider,Socialhistory
adps,provider,Socialhistory
adpsc,provider,Socialhistory
atpid,provider,Socialhistory
atpidt,provider,Socialhistory
atpn,provider,Socialhistory
atpnpi,provider,Socialhistory
atps,provider,Socialhistory
atpsc,provider,Socialhistory
cpid,provider,Socialhistory
cpidt,provider,Socialhistory
cpn,provider,Socialhistory
cpnpi,provider,Socialhistory
cps,provider,Socialhistory
cpsc,provider,Socialhistory
ftccn,provider,Socialhistory
ftci,provider,Socialhistory
ftid,provider,Socialhistory
ftidt,provider,Socialhistory
ftn,provider,Socialhistory
ftnpi,provider,Socialhistory
ftsa1,provider,Socialhistory
ftsa2,provider,Socialhistory
ftsp,provider,Socialhistory
ftspcd,provider,Socialhistory
ftst,provider,Socialhistory
ftstn,provider,Socialhistory
ftz,provider,Socialhistory
opid,provider,Socialhistory
opidt,provider,Socialhistory
opn,provider,Socialhistory
opnpi,provider,Socialhistory
opsc,provider,Socialhistory
opsn,provider,Socialhistory
orgid,provider,Socialhistory
orgn,provider,Socialhistory
orgrid,provider,Socialhistory
orgrn,provider,Socialhistory
orgtin,provider,Socialhistory
otpid,provider,Socialhistory
otpidt,provider,Socialhistory
otpn,provider,Socialhistory
otpnpi,provider,Socialhistory
otps,provider,Socialhistory
otpsc,provider,Socialhistory
rpid,provider,Socialhistory
rpidt,provider,Socialhistory
rpn,provider,Socialhistory
rpnpi,provider,Socialhistory
rps,provider,Socialhistory
rpsc,provider,Socialhistory
spidt,provider,Socialhistory
spn,provider,Socialhistory
spid,provider,Socialhistory
sps,provider,Socialhistory
spsc,provider,Socialhistory
spnpi,provider,Socialhistory
prvid,provider,Socialhistory
aao,socialhistory,Socialhistory
asv,socialhistory,Socialhistory
ac,socialhistory,Socialhistory
an,socialhistory,Socialhistory
acs,socialhistory,Socialhistory
aov,socialhistory,Socialhistory
aou,socialhistory,Socialhistory
as,socialhistory,Socialhistory
ardt,socialhistory,Socialhistory
st,source,Socialhistory
sstp,source,Socialhistory
rcdt,source,Socialhistory
meunm,source,Socialhistory
metmstp,source,Socialhistory
medt,source,Socialhistory
mefn,source,Socialhistory
meln,source,Socialhistory
meuid,source,Socialhistory
menote,source,Socialhistory
ingdt,source,Socialhistory
pipid,source,Socialhistory
sfn,source,Socialhistory
vdnm,source,Socialhistory
vdml,source,Socialhistory
cltp,source,Socialhistory
emrtp,source,Socialhistory
papcid,appointment,Appointment
fapid,appointment,Appointment
aprc,appointment,Appointment
aprt,appointment,Appointment
aprcs,appointment,Appointment
